,30HAJ17CT003,30HAJ17CT001,30HAJ17CT002,30HAJ17CT012,30HAJ17CT010,30HAJ17CT011,30HAJ17CT006,30HAJ17CT004,30HAJ17CT005,30HAJ17CT015,30HAJ17CT013,30HAJ17CT014,30HAJ17CT007,30HAJ17CT008,30HAJ17CT009,30HAJ17CT016,30HAJ17CT017,30HAJ17CT018
Wed Apr 13 16:17:02  2016,43.3719,778.6216,805.654,839.295,774.7183,805.5961,869.2774,784.2496,772.8542,832.2292,776.7887,789.8284,694.0508,785.983,758.7954,708.7206,749.4723,760.9475
Wed Apr 13 16:32:02  2016,44.4274,793.1531,811.7712,833.1304,792.5013,822.0314,859.8797,794.1932,778.4737,830.5776,785.5262,799.7869,701.8951,785.39,761.4468,717.3173,752.0723,769.4564
Wed Apr 13 16:47:42  2016,28.3127,786.0287,805.2068,826.077,770.2855,799.3405,859.8797,781.4347,770.9335,820.131,763.6456,783.8957,693.6153,782.426,761.1521,701.3465,750.3538,774.3772
Wed Apr 13 17:01:42  2016,28.3127,780.6942,808.235,828.5805,772.4557,799.5923,866.8964,784.9908,778.5192,825.0277,767.878,785.6289,699.2789,792.2161,768.5257,706.5375,751.4391,775.0255
Wed Apr 13 17:16:42  2016,44.4274,782.3234,806.2503,834.1359,748.2971,793.7926,850.5071,772.7064,772.5587,820.3844,764.6324,752.4116,694.0508,776.8007,755.8516,695.9264,762.0811,768.8658
Wed Apr 13 17:31:41  2016,29.7243,756.8817,813.8164,778.1657,715.0293,754.855,775.9132,763.6122,748.3541,765.313,727.8746,723.6375,677.0052,722.2006,711.264,666.5722,711.5883,713.3365
Wed Apr 13 17:47:42  2016,43.2792,724.0425,769.1162,786.9065,774.6159,809.8184,838.7051,730.2822,727.2568,770.5239,760.5962,775.5031,658.6547,775.0829,744.8873,698.1943,720.0891,734.7052
Wed Apr 13 18:01:22  2016,27.318,733.1069,785.8348,767.1287,773.2856,812.6552,841.1134,743.7585,731.4974,756.2244,765.3583,771.8533,662.9846,776.118,742.2465,697.9037,703.919,721.5485
Wed Apr 13 18:17:41  2016,43.4299,741.1636,787.4662,758.3871,779.0537,817.8867,858.1685,749.4841,736.4742,738.6034,768.4116,777.7218,668.9069,792.2734,754.7311,703.4267,697.6245,719.8983
Wed Apr 13 18:32:42  2016,50.2184,763.0679,805.7572,764.1332,763.3961,801.4702,852.2728,776.9031,747.1793,751.2241,756.6207,769.002,677.8735,787.82,751.4963,695.2897,702.4202,717.1267
Wed Apr 13 18:48:22  2016,27.318,768.0829,823.5413,783.3484,755.5906,786.9065,838.5547,776.3115,778.5762,766.6406,752.649,761.4802,693.0908,771.2404,751.7902,689.0056,716.9808,732.9037
Wed Apr 13 19:02:02  2016,50.2184,767.4926,816.2077,802.4669,711.4874,743.9384,837.5017,778.0867,781.5372,802.9138,716.8798,718.9218,697.1559,758.9994,746.7954,661.7624,731.103,731.3956
Wed Apr 13 19:16:42  2016,27.318,757.0288,815.1614,765.4152,747.608,776.197,829.689,766.2668,772.2177,760.5508,744.2318,758.0473,690.7692,766.8116,754.8783,686.2064,708.0489,729.6404
Wed Apr 13 19:31:42  2016,43.4299,762.9205,812.1733,788.196,725.0532,759.5198,840.0133,772.3201,773.65,781.229,726.9527,740.5652,693.9615,770.502,751.9373,674.6228,724.3792,738.7163
Wed Apr 13 19:47:43  2016,43.4299,754.7764,805.1609,756.9716,784.8876,833.9857,804.3699,760.2229,770.1044,745.8011,784.8876,780.4431,688.8836,743.42,728.3364,710.86,697.39,716.5995
Wed Apr 13 20:01:42  2016,27.318,744.6389,778.7242,761.6389,774.036,822.2388,845.4362,758.8973,730.8672,747.7097,770.0469,776.254,670.3522,783.9647,752.6723,702.711,703.1584,720.0555
Wed Apr 13 20:16:23  2016,27.318,761.2542,804.3699,762.0811,787.5113,821.0409,841.2176,773.5023,744.3453,750.0148,774.923,785.7316,679.7552,788.2651,757.9687,711.3978,701.9953,723.8512
Wed Apr 13 20:17:02  2016,27.318,761.9909,802.2842,759.8711,793.747,837.2467,838.0571,773.9456,743.465,746.9304,778.7692,786.6213,679.9001,788.2651,757.2327,712.8546,702.1406,724.2893
Wed Apr 13 20:32:03  2016,30.6269,756.3949,780.0109,749.574,722.3347,765.1769,845.1346,761.1068,730.1359,745.6092,727.886,718.3945,672.3763,788.5619,749.439,672.22,695.4575,699.2338
Wed Apr 13 20:47:22  2016,27.318,726.3351,733.0619,751.7784,747.3708,789.1434,796.629,725.6045,698.072,739.4491,735.3472,745.9028,644.9167,729.3149,701.0789,678.4407,689.0728,692.119
Wed Apr 13 21:01:23  2016,44.9379,713.3483,723.4135,750.8964,735.7866,762.2284,773.9456,712.037,689.7983,739.8888,717.0818,730.9567,637.9078,716.3646,692.0749,664.1281,684.1443,682.5507
Wed Apr 13 21:16:02  2016,43.4299,721.9534,731.4524,735.4937,752.3663,797.0174,757.7195,714.8057,696.0387,723.5477,720.875,733.5905,640.498,699.0444,681.4929,665.9056,676.6595,674.0555
Wed Apr 13 21:31:02  2016,27.318,685.8837,696.7648,735.8315,692.8333,712.0253,720.6397,680.0893,670.3967,727.3463,678.1957,687.7565,624.6812,685.1146,668.4734,637.2211,673.1877,664.6613
Wed Apr 13 21:47:03  2016,27.318,715.9719,724.5819,732.0258,722.2336,755.0587,734.0865,717.1384,688.4932,727.7847,689.9317,706.3473,643.0892,692.0749,675.9922,649.4592,677.962,668.4173
Wed Apr 13 22:01:02  2016,27.318,713.3483,715.3888,723.4466,720.6729,747.7548,718.3053,702.8681,674.8793,716.734,673.0319,693.7487,631.2478,673.1994,658.799,638.848,661.0963,649.7031
Wed Apr 13 22:17:02  2016,26.8207,704.4231,710.2892,724.0308,717.609,744.0851,737.556,698.1727,682.9413,712.2157,676.3589,697.5239,633.836,687.9691,663.9509,642.4462,669.4733,654.3159
Wed Apr 13 22:32:03  2016,42.9313,704.4231,711.9923,706.101,695.7812,720.235,734.9199,700.2068,679.9001,708.2839,663.6392,675.3461,634.8427,684.6353,661.6409,631.9438,660.086,648.4064
Wed Apr 13 22:48:02  2016,26.8207,708.0607,705.1504,706.8285,694.3293,725.4915,726.7286,699.335,673.3885,703.3372,661.0406,674.6228,627.6544,678.4079,652.2647,625.7635,657.056,642.5016
Wed Apr 13 22:48:22  2016,32.2359,705.8778,704.5685,708.1384,701.8833,731.7781,725.1213,697.8821,671.7979,705.3735,662.6286,677.9507,626.9359,677.829,651.8323,627.6316,657.056,642.5016
Wed Apr 13 23:02:23  2016,26.8207,711.8466,712.4293,717.4631,712.6528,738.6599,735.2127,706.1688,680.7688,714.11,670.1403,685.6267,634.367,681.9832,660.1976,636.6898,666.8724,650.5678
Wed Apr 13 23:17:22  2016,26.3235,730.676,727.0209,718.0466,709.303,733.3878,742.8332,716.0281,686.274,715.8591,665.6611,682.584,640.9852,686.4747,658.4216,632.6627,661.2406,644.5173
Wed Apr 13 23:32:23  2016,42.4326,715.9271,708.9341,714.8387,693.6036,711.3417,734.3343,705.9786,678.7419,706.8285,659.3088,667.828,631.4911,678.3634,649.9144,623.1777,655.1367,636.4133
Wed Apr 13 23:48:03  2016,26.3235,720.1571,712.8664,712.3167,707.9481,733.9283,729.0674,710.0541,681.4929,712.9442,665.7612,682.9741,637.6755,684.3009,658.2773,634.2446,660.0416,646.6334
Thu Apr 14 00:02:03  2016,26.3235,726.5375,720.449,718.4393,715.8144,744.4802,736.7786,716.0281,683.1865,712.3167,672.1199,690.5119,640.4095,684.8806,658.9988,639.5233,663.7949,647.9298
Thu Apr 14 00:17:03  2016,26.3235,714.4694,706.0233,717.5642,695.301,715.377,738.9762,705.1057,674.7904,707.2203,661.718,672.1199,631.6349,679.5215,650.7791,627.4437,658.5986,640.73
Thu Apr 14 00:32:03  2016,26.3235,715.7365,710.6814,711.297,696.1722,734.0746,753.6564,709.0349,685.5048,712.3167,667.6392,674.5784,637.2439,692.8564,661.741,631.1808,661.1962,647.2095
Thu Apr 14 00:47:44  2016,42.4326,717.3405,718.9899,715.0854,706.4927,737.4427,756.644,707.8704,691.0593,709.1127,674.2891,684.5677,638.9705,699.6815,666.0729,637.3649,664.2281,651.3882
Thu Apr 14 01:01:43  2016,26.3235,706.7061,707.1874,713.3365,705.6198,735.3923,750.4223,697.1112,682.607,709.1127,669.5178,679.9329,631.7787,693.7271,657.2675,634.3442,659.0315,644.0411
Thu Apr 14 01:16:44  2016,42.4326,717.3405,716.802,710.1318,713.0451,744.04,753.3623,706.2696,691.3048,705.7653,671.686,684.5677,637.9633,695.1788,662.174,636.6456,658.8428,647.1652
Thu Apr 14 01:31:43  2016,2006.4807,718.7991,721.9086,720.5831,717.1267,738.1752,750.4223,708.5982,688.694,717.4183,671.2079,688.2919,638.6827,695.324,664.3398,639.3793,667.6504,653.2179
Thu Apr 14 01:47:23  2016,748.5125,713.9874,721.4706,711.3978,701.7939,729.2018,757.3347,706.1241,690.8696,704.8925,669.1843,681.3363,637.5316,691.5504,660.2975,633.769,660.8632,647.1652
Thu Apr 14 02:01:24  2016,26.3235,719.3827,718.4063,720.729,711.3978,735.933,747.4844,706.7061,687.6791,715.9153,669.6179,684.813,636.6684,690.68,658.4216,635.3068,661.1519,645.7249
Thu Apr 14 02:17:44  2016,42.4326,718.0698,715.7365,718.1028,704.8477,733.1514,753.9506,704.0875,688.549,707.0301,670.196,679.454,635.6615,690.0997,656.402,634.0124,663.0285,647.1652
Thu Apr 14 02:32:23  2016,26.3235,720.9879,716.7571,726.1323,708.6759,746.0947,748.2187,710.0541,687.5341,721.2118,673.5214,686.4072,638.9705,694.0175,662.0296,638.5159,666.7835,650.9115
Thu Apr 14 02:48:23  2016,42.4326,716.903,713.113,717.71,719.3147,737.2962,747.7781,705.2512,685.6497,712.0253,672.2645,689.7866,636.6684,689.0845,659.576,641.8261,668.4173,652.3972
Thu Apr 14 03:02:24  2016,26.3235,717.0488,712.9673,723.2557,706.4927,733.0501,747.0439,706.9971,687.0992,719.1688,674.1445,682.3947,637.2439,692.7112,661.0192,637.0771,668.1283,650.6676
Thu Apr 14 03:17:23  2016,26.3235,720.9879,725.953,714.7939,707.8026,739.201,770.0135,708.4526,698.9997,715.377,676.025,680.9464,643.4326,708.1168,665.7841,638.0843,662.2067,649.2265
Thu Apr 14 03:32:24  2016,25.8263,689.2741,693.7718,752.7056,737.5892,763.8951,724.0539,676.4821,667.851,744.04,686.1619,710.2775,621.2451,677.74,648.7173,651.0445,679.5543,656.7232
Thu Apr 14 03:48:04  2016,25.8263,713.9426,711.9475,716.2518,714.5024,747.5629,759.2034,699.2456,690.0997,708.8215,672.409,682.9741,634.0352,694.2631,653.0411,634.2004,656.1462,641.8815
Thu Apr 14 04:02:04  2016,25.8263,702.5886,705.061,738.0287,746.9755,774.0815,731.61,689.5196,679.6663,733.7819,684.278,710.7144,629.2906,685.2707,654.9155,650.468,672.0309,653.118
Thu Apr 14 04:17:04  2016,41.934,707.9712,709.7181,740.0804,746.5351,783.4055,742.1564,693.8723,683.8663,736.4174,684.7126,711.5883,631.7345,687.3,656.9347,650.0356,674.6341,657.1559
Thu Apr 14 04:32:03  2016,32.7454,718.1707,724.1551,733.7819,727.4924,767.4352,752.8759,706.6614,693.1466,731.4406,681.8153,699.5132,638.2068,695.1342,663.429,645.1376,672.7539,654.8483
Thu Apr 14 04:47:44  2016,25.8263,694.7433,706.3703,749.0316,754.0291,784.443,735.1227,685.4602,681.8383,744.7737,691.3823,718.877,629.5781,686.7201,657.5117,657.3889,680.7126,660.1859
Thu Apr 14 05:01:44  2016,25.8263,697.0666,710.4462,747.2692,756.9716,792.7527,747.5861,688.6494,682.4176,747.416,684.278,716.106,631.3032,692.3764,660.6862,655.0812,680.1334,660.3303
Thu Apr 14 05:16:04  2016,41.4354,706.0793,709.5725,743.5999,754.0291,789.9312,737.6124,698.184,682.7073,741.9865,684.8575,713.4823,632.1216,687.4004,658.6215,651.9093,675.6467,654.9925
Thu Apr 14 05:31:04  2016,41.4354,705.1617,709.819,735.978,728.5157,759.3273,742.5513,694.2631,684.2564,728.5157,678.3405,698.2056,630.9714,687.1104,656.0248,643.9857,672.3201,653.4064
Thu Apr 14 05:47:05  2016,41.4354,729.225,738.8861,755.2059,785.7772,837.4433,725.717,722.9419,701.2355,753.4408,732.9037,757.266,644.6399,690.4457,673.7892,683.4087,689.5524,677.8173
Thu Apr 14 06:01:04  2016,41.4354,716.9591,724.1102,771.5693,741.9865,772.0125,740.9382,712.4406,690.9255,759.4745,711.5883,728.3695,641.7604,699.1563,683.1977,662.7286,696.5186,679.699
Thu Apr 14 06:17:04  2016,24.8321,697.6028,706.7621,768.1732,719.8983,752.8526,723.0879,695.6703,679.6217,752.7056,705.3289,718.0018,628.1962,686.486,676.9274,653.2067,696.3733,680.8574
Thu Apr 14 06:32:05  2016,40.9369,719.394,730.0574,757.5604,727.4924,764.6324,752.0505,713.5615,692.622,748.2971,705.0378,717.71,635.8165,694.1739,682.1392,653.3509,692.3088,678.8304
Thu Apr 14 06:48:04  2016,40.3341,711.5218,716.1852,759.9616,720.235,753.3389,739.1341,708.1727,683.1977,750.8398,699.9938,711.9244,631.3586,687.2108,672.2986,647.3424,690.1772,672.7983
Thu Apr 14 07:01:45  2016,40.9369,723.7732,739.7203,736.7553,721.6945,752.4568,726.6949,716.0394,689.1403,718.0466,687.3661,701.3018,637.8306,690.111,673.6001,644.4619,678.7302,665.139
Thu Apr 14 07:16:45  2016,24.3351,723.1442,732.9833,749.0767,763.056,801.2756,732.1053,712.2054,685.516,746.8738,701.3018,728.122,639.513,681.9498,663.4402,662.7729,682.9295,667.0168
Thu Apr 14 07:17:25  2016,40.4384,724.2113,735.0326,755.1039,767.0379,803.3607,731.6664,712.7881,686.6755,752.8978,704.0644,732.656,639.513,681.6602,662.7183,664.5057,685.6825,668.7507
Thu Apr 14 07:32:04  2016,26.4393,678.3747,686.1962,731.7781,705.6645,730.6078,731.0363,675.6252,659.4429,734.1196,686.0615,693.6036,617.8101,681.2257,661.5634,639.2797,674.8232,664.9946
Thu Apr 14 07:48:04  2016,24.3351,670.9974,677.2169,748.7829,721.6945,744.2318,724.7507,665.6508,649.7815,740.5652,696.0715,716.8798,607.6219,676.1594,655.9362,651.377,685.1028,672.943
Thu Apr 14 08:02:05  2016,24.3351,759.8038,781.8109,758.489,798.894,846.0734,781.6628,755.0934,728.8427,746.5801,765.4152,784.9332,661.9965,723.9755,706.919,701.0111,702.0847,703.6841
Thu Apr 14 08:17:04  2016,40.2877,754.6522,788.0371,766.3002,781.0809,844.2645,836.5765,763.3403,743.6346,774.7183,777.8243,776.7887,672.5433,769.9342,745.7906,706.683,715.7695,722.3347
Thu Apr 14 08:31:45  2016,24.8321,770.7634,821.1683,767.1855,746.1398,822.1811,861.9766,784.0789,765.5975,772.5012,780.6367,745.8462,691.7068,790.8571,763.93,697.8144,724.3792,730.8105
Thu Apr 14 08:47:45  2016,24.8321,824.1639,871.8823,803.2117,800.2335,874.6867,879.4852,828.8121,800.761,821.4324,828.4766,805.8943,721.2463,831.0172,807.9714,743.4982,759.282,781.1379
Thu Apr 14 09:01:45  2016,25.3292,821.0646,848.7195,840.9507,809.0264,870.4329,880.5509,807.914,802.9949,841.553,843.511,808.728,718.2269,818.1752,800.7153,754.6627,775.3667,796.2739
Thu Apr 14 09:16:45  2016,25.3292,780.8653,810.8986,803.9567,820.6838,877.2719,865.357,784.421,792.7305,805.8943,841.7036,810.2203,706.2808,789.7151,775.1968,757.4584,747.0772,774.923
Thu Apr 14 09:31:45  2016,41.4354,797.1898,830.8093,797.4064,799.9815,866.6859,886.0368,805.0809,814.3339,809.9218,844.8674,812.908,730.7887,810.5541,793.5763,765.7101,748.8395,788.6983
Thu Apr 14 09:47:25  2016,42.6414,781.6058,810.6,824.774,767.0833,825.9731,875.3776,789.4639,791.8394,828.9728,820.4304,766.9357,703.8079,797.2928,773.275,735.043,758.2965,770.9785
Thu Apr 14 10:02:45  2016,24.8321,791.3938,818.0716,818.8302,792.8896,833.3729,889.6989,800.1198,796.8923,815.3906,821.5244,779.6913,713.6624,811.8519,783.5888,743.1484,759.8144,774.8661
Thu Apr 14 10:17:25  2016,32.2013,801.0588,835.6166,846.4675,790.8104,827.3687,906.6852,815.6331,824.6596,854.1665,815.6895,822.1233,732.353,828.4659,804.1409,749.9016,779.8964,803.9567
Thu Apr 14 10:32:05  2016,42.1428,840.2798,850.5306,826.3651,785.663,808.5671,881.3123,833.6166,823.311,831.1201,793.6782,801.4129,737.3309,822.1705,803.3959,728.7968,773.5812,803.8535
Thu Apr 14 10:47:45  2016,24.8321,821.0646,849.4741,822.6187,805.5845,834.9218,906.5318,824.3138,831.56,818.2778,821.2709,819.774,731.9141,837.6293,814.3914,750.5345,763.691,793.5869
Thu Apr 14 11:01:45  2016,25.3292,789.0186,806.7209,838.5309,826.5151,846.2123,927.4528,806.4227,790.9484,833.1187,834.4709,840.6378,721.1451,850.1824,826.4123,764.9612,761.3328,792.3984
Thu Apr 14 11:16:45  2016,25.8842,800.761,809.8537,843.65,798.6306,834.968,888.1725,796.5492,780.4211,845.2034,812.1495,803.6471,705.0723,831.6179,803.7971,734.446,783.0977,811.6556
Thu Apr 14 11:31:46  2016,40.9369,757.0516,791.4967,802.0543,751.7555,801.4586,802.3532,749.2583,769.2868,792.0897,776.5268,744.2656,684.3122,749.2131,751.8583,699.01,744.9091,749.9016
Thu Apr 14 11:47:46  2016,24.8321,769.4344,779.9314,770.3194,737.5214,780.2264,810.8527,773.7184,747.4958,758.3755,763.3846,747.7886,685.4715,750.2416,744.6617,696.105,710.9943,725.4352
Thu Apr 14 12:01:26  2016,24.8321,699.8828,703.6625,756.0206,731.5192,751.1676,727.8642,670.4636,657.1788,723.3342,701.9167,703.6616,609.6743,690.111,673.6001,648.384,682.6731,682.6731
Thu Apr 14 12:16:25  2016,41.4354,746.9537,754.0072,733.5678,779.7823,813.241,771.8428,747.2473,712.0036,713.9977,750.1389,771.9442,662.9514,717.2059,703.9533,698.2836,678.8637,696.2615
Thu Apr 14 12:31:26  2016,25.3292,671.0862,680.6353,721.3913,718.6636,745.4396,723.3799,659.8203,644.6842,710.0645,669.84,690.11,595.3807,674.657,662.8071,618.7589,655.4583,655.6025
Thu Apr 14 12:47:26  2016,25.3292,680.4904,691.5058,726.0646,718.6187,746.7156,748.7159,677.8847,661.1191,712.3501,699.5466,720.2237,615.3146,676.9719,669.8854,654.6817,666.7167,664.4056
Thu Apr 14 13:01:05  2016,24.8321,703.2262,718.0811,729.3253,726.2557,758.5229,765.45,704.2442,685.0812,717.4967,714.5807,729.3253,637.3989,701.5823,691.8519,665.9832,670.1848,672.4979
Thu Apr 14 13:16:06  2016,24.3351,698.1393,712.1045,746.614,713.7063,750.4328,758.8182,692.1421,676.1036,737.5214,700.0272,712.9777,623.5543,684.1227,677.4618,647.0874,678.6187,670.952
Thu Apr 14 13:31:06  2016,24.3351,732.2067,747.8912,720.8972,824.8084,880.7021,833.27,736.0126,699.5475,697.4567,773.4673,789.4628,647.0995,745.3052,706.3369,711.7112,662.6174,671.141
Thu Apr 14 13:31:26  2016,40.4384,734.8412,755.0934,719.7297,828.1071,881.7681,837.3285,738.6495,703.327,700.3625,774.5021,791.8383,648.9724,747.0668,707.6467,712.7311,662.1843,671.8639
Thu Apr 14 13:47:26  2016,39.94,692.1421,739.2357,751.9476,734.491,786.4956,800.8183,698.1953,709.5839,748.2743,739.1782,726.739,643.9312,731.9704,703.5284,671.2299,688.3698,693.4472
Thu Apr 14 14:02:46  2016,24.3351,709.5839,761.5717,775.0934,732.7346,788.5724,820.0744,710.6031,728.8427,766.8221,743.4304,738.7385,655.6478,744.3231,713.9091,675.5685,702.3082,709.7285
Thu Apr 14 14:17:26  2016,24.3351,709.1918,759.9964,768.8429,751.7555,813.0917,851.6922,717.4528,722.459,776.0831,774.1609,762.2055,654.971,778.9977,734.5034,697.5573,706.4814,725.8735
Thu Apr 14 14:32:26  2016,40.9369,712.1045,761.9117,799.9699,734.1533,797.2917,866.675,729.9111,724.6495,807.7179,769.8763,754.1081,659.8759,776.0386,737.4773,695.0886,725.8286,741.0501
Thu Apr 14 14:48:26  2016,23.3412,769.9342,803.1553,794.2725,763.6342,812.2989,866.4301,793.142,760.0532,790.1594,782.2543,775.0025,689.7318,778.3146,740.8594,708.463,730.0677,756.6207
Thu Apr 14 15:02:27  2016,24.3351,751.8583,777.2219,836.7259,742.4601,778.4047,845.761,744.2214,748.9194,831.1663,768.5023,749.653,673.9895,768.3103,738.1649,693.4472,748.0937,758.5343
Thu Apr 14 15:17:27  2016,27.4917,748.4787,797.9908,851.6448,743.4869,780.0329,849.985,760.9823,780.7742,849.2292,767.6168,752.0043,698.05,770.2296,752.6951,697.8032,758.3871,763.2487
